Date,Open,High,Low,Close,Adj Close,Volume
2017/03/11,36.275002,36.799999,36.240002,36.645,34.642826,134411600
2017/03/12,36.884998,37.022499,36.709999,36.877499,34.862606,181408800
2017/03/13,36.397499,36.872501,36.067501,36.764999,34.75626,182788000
2017/03/14,36.630001,36.785,36.452499,36.6325,34.631001,93487600
2017/03/15,36.689999,37.244999,36.689999,37.240002,35.205315,109310800
2017/03/16,37.2575,38.424999,37.2575,38.252499,36.162476,195009600
2017/03/17,38.467499,38.720001,38.362499,38.497501,36.394119,156521600
2017/03/18,38.407501,38.485001,38.0275,38.314999,36.221577,103222800
2017/03/19,38.112499,38.517502,38.077499,38.487499,36.534832,109020400
2017/03/20,38.674999,39.105,38.6675,39.025002,37.045067,130108000
2017/03/21,39.002499,39.162498,38.762501,38.924999,36.95013,104038800
2017/03/22,38.985001,39.014999,38.68,38.8675,36.895561,80194000
2017/03/23,38.400002,38.642502,37.427502,37.5625,35.656761,203070800
2017/03/24,37.817501,38.334999,37.782501,38.134998,36.200211,134272800
2017/03/25,38.345001,38.494999,38.157501,38.264999,36.32362,107843200
2017/03/26,38.5,38.645,38.227501,38.497501,36.544338,91865600
2017/03/27,38.724998,38.724998,38.327499,38.450001,36.499237,79675600
2017/03/28,38.459999,38.5425,38.1675,38.334999,36.390068,76712000
2017/03/29,38.432499,38.587502,38.2575,38.467499,36.515854,76942400
2017/03/30,38.5,38.560001,38.327499,38.4025,36.454151,87710400
2017/03/31,38.355,38.607498,38.3325,38.4175,36.468384,80507600
2017/04/01,38.4925,38.5425,38.095001,38.189999,36.25243,97804800
2017/04/02,38.2925,38.3325,38.055,38.294998,36.352097,65616400
2017/04/03,38.395,38.862499,38.2225,38.862499,36.890812,111082800
2017/04/04,38.584999,38.612499,38.365002,38.482498,36.530083,101326800
2017/04/05,38.474998,38.952499,38.445,38.612499,36.653484,106499600
2017/04/06,38.755001,38.994999,38.619999,38.842499,36.871815,84278400
2017/04/07,38.8125,38.884998,38.599998,38.747501,36.781643,85003200
2017/04/08,38.797501,38.797501,36.505001,37.244999,35.355381,259530800
2017/04/09,36.435001,36.522499,35.627499,36.355,34.510517,289229200
2017/04/10,36.790001,36.862499,36.287498,36.647499,34.788181,136661600
2017/04/11,36.875,36.875,35.959999,36.290001,34.448826,126124800
2017/04/12,35.830002,36.119999,35.552502,36.072498,34.242352,128661600
2017/04/13,35.945,36.125,35.549999,35.567501,33.762989,201444400
2017/04/14,35.915001,36.685001,35.915001,36.584999,34.728851,130165600
2017/04/15,36.717499,36.717499,36.235001,36.252499,34.413223,99600400
2017/04/16,36.380001,36.517502,36.1525,36.467499,34.61731,85063200
2017/04/17,36.442501,36.674999,36.279999,36.407501,34.56036,76425200
2017/04/18,36.282501,36.790001,36.2775,36.57,34.714615,141757600
2017/04/19,36.7925,37.07,36.345001,36.455002,34.605457,102769600
2017/04/20,36.252499,36.540001,35.904999,35.932499,34.10947,99047600
2017/04/21,36.122501,36.5275,35.790001,36.4575,34.607834,88329600
2017/04/22,36.177502,36.282501,35.57,35.919998,34.097591,125997600
2017/04/23,36.112499,36.240002,35.945,36.005001,34.178288,92096400
2017/04/24,36.220001,36.325001,35.775002,35.875,34.054882,57111200
2017/04/25,35.922501,36.197498,35.68,36.022499,34.194897,86278400
2017/04/26,35.755001,35.875,35.602501,35.682499,33.872143,96515200
2017/04/27,35.724998,36.1875,35.724998,36.044998,34.216259,76806800
2017/04/28,36.0275,36.487499,35.842499,36.264999,34.425095,84362400
2017/04/29,36.182499,36.462502,36.095001,36.3825,34.536633,79127200
2017/04/30,36.467499,36.544998,36.205002,36.435001,34.586464,99538000
2017/05/01,36.375,37.122501,36.360001,36.942501,35.068218,100797600
2017/05/02,36.9925,37.3325,36.8325,37.259998,35.369602,80528400
2017/05/03,37.205002,37.724998,37.142502,37.389999,35.493015,95174000
2017/05/04,37.299999,37.532501,37.1675,37.52,35.616413,71475200
2017/05/05,37.619999,37.855,37.487499,37.755001,35.839497,83692000
2017/05/06,37.875,37.935001,37.547501,37.584999,35.67812,68974800
2017/05/07,37.497501,37.610001,37.220001,37.567501,35.661507,105010400
2017/05/08,37.645,38.110001,37.474998,38.022499,36.093422,85972800
2017/05/09,37.950001,38.459999,37.950001,38.185001,36.247677,75415600
2017/05/10,38.337502,38.482498,38.264999,38.365002,36.418549,63124000
2017/05/11,38.4375,38.497501,36.825001,37.639999,35.730335,129905200
2017/05/12,37.4725,37.557499,37.297501,37.375,35.478779,68854800
2017/05/13,37.474998,37.5825,37.032501,37.182499,35.296032,79383600
2017/05/14,37.275002,37.555,37.102501,37.512501,35.609306,141474400
2017/05/15,39.82,39.9375,39.040001,39.285,37.29187,279747200
2017/05/16,39.262501,39.302502,38.755001,38.892502,36.919292,108389200
2017/05/17,39.017502,39.349998,38.922501,39.0975,37.113884,82239600
2017/05/18,39.264999,39.73,39.1675,39.702499,37.688187,87481200
2017/05/19,39.650002,40.4575,39.567501,40.02,37.989582,144823600
2017/05/20,39.814999,40.317501,39.7775,40.264999,38.222149,104526000
2017/05/21,39.974998,40,38.657501,38.830002,37.004711,163217200
2017/05/22,39.150002,39.642502,39.017502,39.369999,37.519318,105028400
2017/05/23,39.830002,40.052502,39.6875,39.962502,38.083973,88490800
2017/05/24,40.165001,40.549999,40.035,40.400002,38.5009,117862000
2017/05/25,40.485001,40.627499,40.037498,40.237499,38.346046,110686400
2017/05/26,40.130001,40.177502,39.459999,39.465,37.609848,111762400
2017/05/27,39.465,39.875,39.18,39.375,37.52409,109712400
2017/05/28,39.375,39.4725,38.7775,39.302502,37.454994,105474000
2017/05/29,39.557499,40,39.505001,39.945,38.067291,86418400
2017/05/30,39.767502,40.1175,39.720001,39.994999,38.114944,77596400
2017/05/31,40.107498,40.185001,39.637501,39.817501,37.945786,79275600
2017/06/01,39.912498,40.139999,39.817501,39.965,38.086361,101920400
2017/06/02,40.035,40.5,39.982498,40.3675,38.469933,103864000
2017/06/03,40.025002,40.779999,40,40.727501,38.813015,118067600
2017/06/04,40.950001,40.9725,40.6525,40.837502,38.917835,109078400
2017/06/05,40.91,41.130001,40.869999,41,39.072697,107140400
2017/06/06,41.200001,41.235001,40.907501,41.012501,39.084618,66364400
2017/06/07,40.9375,41.0625,40.139999,40.52,38.615265,117874000
2017/06/08,40.677502,40.747501,40.130001,40.477501,38.574768,86606800
2017/06/09,40.522499,40.560001,40.09,40.314999,38.419903,87714000
2017/06/10,40.215,40.287498,39.6325,39.657501,37.793312,114446000
2017/06/11,40.125,40.512501,39.9725,40.375,38.477077,126323200
2017/06/12,40.6525,40.990002,39.692501,40.215,38.3246,286856000
2017/06/13,39.967499,39.990002,39.477501,39.912498,38.036316,179629600
2017/06/14,39.747501,39.849998,39.522499,39.57,37.709927,95042800
2017/06/15,39.6175,40.2425,39.5,39.970001,38.091114,196458400
2017/06/16,40.0275,40.125,39.5,39.6675,37.802837,113077600
2017/06/17,39.877499,39.942501,39.610001,39.682499,37.817123,83242400
2017/06/18,39.474998,39.564999,38.4575,39.017502,37.183392,211805600
2017/06/19,38.950001,38.950001,38.1875,38.3475,36.54488,150046800
2017/06/20,37.884998,38.067501,37.639999,37.9725,36.187515,186581600
2017/06/21,37.497501,37.9575,37.290001,37.637501,35.868263,177549200
2017/06/22,37.945,38.48,37.922501,38.285,36.485329,146640000
2017/06/23,38.450001,38.68,38.384998,38.557499,36.745014,102016800
2017/06/24,38.4725,38.57,38.174999,38.32,36.518681,88022000
2017/06/25,38.302502,38.532501,38,38.529999,36.718811,105199200
2017/06/26,38.564999,38.612499,38.18,38.452499,36.644943,74795200
2017/06/27,38.502499,38.772499,38.477501,38.619999,36.804573,64921200
2017/06/28,38.407501,38.465,38.115002,38.369999,36.56633,80655200
2017/06/29,38.544998,38.860001,38.512501,38.8475,37.021378,85135200
2017/06/30,38.7425,38.872501,38.639999,38.825001,36.999935,69630400
2017/07/01,38.952499,39.182499,38.872501,38.959999,37.128597,65051600
2017/07/02,39.014999,39.5,38.775002,38.974998,37.142887,62468000
2017/07/03,38.9925,39.244999,38.9375,39.137501,37.297745,67622400
2017/07/04,39.087502,39.342499,38.932499,39,37.166714,64500400
2017/07/05,39.182499,39.32,39.102501,39.247501,37.40258,65576800
2017/07/06,39.474998,40,39.412498,39.970001,38.091114,96486000
2017/07/07,39.945,40.217499,39.807499,40.1175,38.231682,75989200
2017/07/08,40.105,40.177502,39.900002,39.939999,38.062534,65496800
2017/07/09,39.1875,39.27,38.755001,38.994999,37.161942,170336800
2017/07/10,39.1525,39.4375,38.990002,39.0625,37.226276,95896400
2017/07/11,39.2225,39.422501,38.875,39.0425,37.207211,87937200
2017/07/12,39.072498,39.355,39.049999,39.275002,37.428783,71028800
2017/07/13,39.227501,39.387501,38.817501,39.102501,37.264397,84828400
2017/07/14,39.307499,39.4575,39.195,39.352501,37.502644,68002000
2017/07/15,39.822498,40.900002,39.674999,40.762501,38.846367,177816800
2017/07/16,40.9725,42.017502,40.93,41.68,39.720741,178803200
2017/07/17,41.974998,42.412498,41.735001,42.259998,40.273468,144187200
2017/07/18,42.467499,42.485001,41.4025,41.7225,39.761234,134551200
2017/07/19,41.650002,42.125,41.32,42.0275,40.051888,165573600
2017/07/20,43.5,43.564999,42.779999,43.125,41.097813,237594400
2017/07/21,43.092499,43.747501,42.93,43.5625,41.51474,140105200
2017/07/22,43.477501,43.8125,43.400002,43.702499,41.648167,97446000
2017/07/23,43.665001,44.060001,43.5825,44.060001,41.988857,97638000
2017/07/24,43.7775,44.025002,43.285,43.970001,41.903091,117930400
2017/07/25,43.7775,43.845001,43.567501,43.6675,41.764404,100582000
2017/07/26,43.375,43.625,43.349998,43.4925,41.597042,67928400
2017/07/27,43.259998,43.369999,42.794998,42.834999,40.968189,99130000
2017/07/28,42.4925,42.580002,42.095001,42.27,40.427811,116632400
2017/07/29,42.794998,42.967499,42.575001,42.775002,40.910805,94550000
2017/07/30,42.759998,42.8475,42.41,42.537498,40.683651,87598000
2017/07/31,42.572498,42.639999,42.389999,42.494999,40.643002,65049600
2017/08/01,42.695,43.424999,42.695,43.285,41.398571,100525200
2017/08/02,43.34,43.75,43.262501,43.740002,41.833736,102355600
2017/08/03,43.775002,43.875,43.662498,43.7425,41.836132,56106800
2017/08/04,43.762501,43.77,43.334999,43.522499,41.625725,82867200
2017/08/05,43.575001,43.717499,42.965,43.267502,41.38184,105715200
2017/08/06,43.157501,43.23,41.790001,42.369999,40.523449,166665600
2017/08/07,42.607498,43.035,42.110001,42.962502,41.090141,166108800
2017/08/08,42.487499,42.9175,42.125,42.762501,40.898842,159037200
2017/08/09,43.119999,43.154999,42.407501,42.450001,40.599968,130169600
2017/08/10,42.264999,42.880001,42.099998,42.41,40.561707,109400800
2017/08/11,41.875,42.549999,41.615002,42.252499,40.411076,114240000
2017/08/12,42.2575,42.610001,42.227501,42.330002,40.485199,102693200
2017/08/13,42.622501,42.75,42.205002,42.342499,40.497147,93420800
2017/08/14,42.299999,43.2225,42.197498,43.1675,41.286198,141095200
2017/08/15,43.037498,43.0975,42.865002,42.924999,41.05426,77636800
2017/08/16,43.125,43.384998,43,43.067501,41.190552,95273600
2017/08/17,43.099998,43.282501,42.912498,43.055,41.178608,81906000
2017/08/18,43.407501,43.5425,43.115002,43.4925,41.597042,160677200
2017/08/19,43.720001,44.299999,43.715,44.105,42.182835,117684400
2017/08/20,43.7575,43.8475,43.522499,43.634998,41.73333,109745600
2017/08/21,43.717499,43.855,43.3125,43.587502,41.687901,93902400
2017/08/22,43.5425,44.005001,43.525002,43.752499,41.845699,83799600
2017/08/23,43.669998,43.855,43.625,43.752499,41.845699,65397600
2017/08/24,42.700001,42.8675,42.419998,42.642502,40.784081,132742000
2017/08/25,42.525002,42.695,42.427502,42.650002,40.791252,85992800
2017/08/26,42.75,42.962502,42.619999,42.77,40.906017,65920800
2017/08/27,42.630001,42.647499,42.305,42.307499,40.463673,103999600
2017/08/28,42.540001,43.075001,42.314999,43.064999,41.188168,102223600
2017/08/29,43.1325,43.637501,42.990002,43.057499,41.180996,118071600
2017/08/30,43.134998,43.3675,43.02,43.2575,41.372272,89738400
2017/08/31,43.360001,43.842499,43.262501,43.75,41.843307,94640000
2017/09/01,43.587502,43.9025,43.482498,43.587502,41.687901,82271200
2017/09/02,43.637501,43.764999,43.352501,43.5825,41.683109,86336000
2017/09/03,43.290001,43.575001,43.25,43.572498,41.673546,95839600
2017/09/04,43.647499,43.872501,43.622501,43.82,41.910255,74670800
2017/09/05,44.044998,44.34,43.912498,44.272499,42.34304,101672400
2017/09/06,44.474998,44.8475,44.035,44.047501,42.127842,118263600
2017/09/07,44.037498,44.8125,43.767502,44.775002,42.823627,137547200
2017/09/08,44.842499,45.025002,44.5625,44.814999,42.861897,124773600
2017/09/09,44.6525,44.895,44.352501,44.615002,42.670628,129700400
2017/09/10,44.325001,44.445,44.150002,44.25,42.321522,108434400
2017/09/11,44.325001,44.860001,44.205002,44.259998,42.331078,130756400
2017/09/12,44.3125,44.325001,43.299999,43.555,41.656807,204420400
2017/09/13,43.627499,43.737499,42.6325,42.7775,40.9132,166116000
2017/09/14,43,43,42.514999,42.877499,41.008831,156572000
2017/09/15,42.540001,42.540001,41.767502,41.990002,40.160023,202561600
2017/09/16,41.3825,41.842499,41.174999,41.7425,39.923302,184192800
2017/09/17,41.717499,42.110001,41.625,41.857498,40.033283,129915600
2017/09/18,41.7925,42.154999,41.689999,41.945,40.116982,188923200
2017/09/19,41.5,41.700001,40.025002,40.125,38.376297,346375200
2017/09/20,39.775002,40.970001,39,39.122501,37.417488,290954000
2017/09/21,38.7075,40.93,38.5,40.7575,38.981228,272975200
2017/09/22,40.772499,40.849998,39.767502,39.884998,38.146751,206434400
2017/09/23,40.072498,40.25,38.7575,38.787498,37.09708,217562000
2017/09/24,39.267502,39.4725,37.560001,39.102501,37.550835,282690400
2017/09/25,39.625,40.9725,39.377499,40.677502,39.063332,243278000
2017/09/26,40.487499,41.1875,40.412498,41.084999,39.454659,130196800
2017/09/27,40.759998,41.884998,40.720001,41.842499,40.182098,162579600
2017/09/28,42.447498,43.272499,42.25,43.247501,41.531342,204588800
2017/09/29,43.09,43.705002,42.942501,43.107498,41.396912,160704400
2017/09/30,43.012501,43.564999,42.855,42.962502,41.257671,135722000
2017/10/01,43.2075,43.529999,42.752499,42.767502,41.0704,149886400
2017/10/02,42.950001,43.487499,42.927502,43.125,41.413719,123967600
2017/10/03,43.4175,43.912498,43.384998,43.875,42.133961,135249600
2017/10/04,44.087502,44.8475,44.052502,44.7425,42.967033,152648800
2017/10/05,44.775002,45.119999,44.540001,44.5975,42.827778,155712400
2017/10/06,44.814999,45.154999,44.512501,44.529999,42.762959,151128400
2017/10/07,44.634998,44.945,43.165001,43.75,42.013908,195208000
2017/10/08,43.200001,44.075001,43.112499,44.052502,42.304413,153816000
2017/10/09,43.802502,44.435001,43.630001,44.205002,42.450855,113605600
2017/10/10,44.477501,44.5625,44.032501,44.1675,42.414841,95154000
2017/10/11,43.735001,43.962502,43.567501,43.7575,42.021122,126814000
2017/10/12,43.869999,44.279999,43.767502,44.235001,42.479668,95096400
2017/10/13,44.490002,45,44.3475,44.994999,43.209503,128740800
2017/10/14,45.072498,45.5975,45.052502,45.43,43.627247,128828400
2017/10/15,45.647499,45.875,44.810001,44.9925,43.207104,126774000
2017/10/16,45.080002,45.130001,44.452499,44.610001,42.83979,117473600
2017/10/17,44.625,45.060001,44.517502,44.662498,42.890202,90975200
2017/10/18,44.662498,44.779999,44.404999,44.505001,42.738949,157618800
2017/10/19,44.330002,44.3675,43.415001,43.825001,42.085934,133787200
2017/10/20,43.810001,44.200001,43.735001,43.810001,42.071526,78597600
2017/10/21,43.759998,43.772499,42.814999,42.817501,41.118416,148219600
2017/10/22,42.5,43.169998,42.150002,42.212502,40.537415,165963200
2017/10/23,42.0975,42.48,41.235001,41.235001,39.598705,164115200
2017/10/24,42.017502,43.275002,41.610001,43.192501,41.478531,150164800
2017/10/25,43.419998,43.787498,41.73,42.084999,40.414982,163690400
2017/10/26,41.8125,42.505001,41.297501,41.619999,39.968433,166674000
2017/10/27,41.952499,42.9375,41.724998,41.945,40.280548,153594000
2017/10/28,41.66,42.235001,41.1175,41.669998,40.016453,150347200
2017/10/29,41.91,42.1875,41.220001,42.0975,40.426983,121112000
2017/10/30,41.220001,43.002499,41.192501,42.9025,41.200043,138422000
2017/10/31,43.145,43.557499,43.02,43.200001,41.485737,107732800
2017/11/01,42.7425,43.119999,42.049999,42.095001,40.424583,140021200
2017/11/02,42.470001,43.272499,42.462502,42.512501,40.82552,116070800
2017/11/03,43.25,43.5,42.8825,43.3125,41.593769,113634400
2017/11/04,43.057499,43.48,42.924999,43.110001,41.399315,89726400
2017/11/05,43.352501,43.75,43.259998,43.535,41.807442,91557200
2017/11/06,43.695,43.959999,43.462502,43.682499,41.949097,100497200
2017/11/07,43.7575,44.047501,43.7075,43.955002,42.210781,86313600
2017/11/08,44.122501,44.735001,44.102501,44.560001,42.791767,106421600
2017/11/09,44.452499,44.705002,44.220001,44.459999,42.69574,83018000
2017/11/10,43.439999,43.8475,43.165001,43.200001,41.485737,139235200
2017/11/11,42.650002,42.805,41.357498,41.43,39.78598,261964400
2017/11/12,41.7075,41.73,41.022499,41.310001,39.670742,146062000
2017/11/13,41.4175,41.5825,40.305,40.735001,39.118549,134768000
2017/11/14,40.654999,41.355,40.602501,40.912498,39.289001,113528400
2017/11/15,41.029999,41.432499,40.842499,41.055,39.42585,111852000
2017/11/16,41,41.0825,40.157501,40.580002,38.969704,142623200
2017/11/17,40.532501,41.814999,40.459999,41.314999,39.675541,169709600
2017/11/18,41.602501,42.299999,41.317501,42.275002,40.597443,214277600
2017/11/19,43.807499,44.4375,43.450001,44.142502,42.390846,266157600
2017/11/20,43.970001,44.375,43.610001,44.2225,42.467667,136272800
2017/11/21,44.5625,46.0625,44.5425,45.9575,44.133804,224805200
2017/11/22,46.294998,46.9175,46.1875,46.290001,44.453121,169805600
2017/11/23,46.247501,46.555,45.9175,46.512501,44.666798,113611200
2017/11/24,46.637501,46.849998,46.305,46.84,44.981293,92844800
2017/11/25,46.935001,47.592499,46.912498,47.509998,45.624706,111957200
2017/11/26,47.372501,47.514999,46.862499,47.147499,45.451176,104848800
2017/11/27,47.252499,47.3825,46.965,47.037498,45.345142,83115200
2017/11/28,46.695,46.767502,46.275002,46.610001,44.933018,94780800
2017/11/29,46.517502,47.115002,46.5,47.044998,45.352371,76732400
2017/11/30,47,47.227501,46.59,46.747501,45.065582,69176000
2017/12/01,46.797501,46.952499,46.532501,46.577499,44.901684,73190800
2017/12/02,47,47.317501,46.727501,46.907501,45.219822,73603200
2017/12/03,47.095001,47.220001,46.695,46.790001,45.106548,60962800
2017/12/04,46.587502,47.125,46.439999,47.09,45.395748,80233600
2017/12/05,47.192501,47.209999,46.552502,47.037498,45.345142,92936000
2017/12/06,47.057499,47.412498,46.912498,47.145,45.448776,69844000
2017/12/07,46.900002,47.1875,46.717499,46.974998,45.284889,90056400
2017/12/08,46.93,47,46.695,46.875,45.188484,74762000
2017/12/09,46.805,47.057499,46.535,46.717499,45.036648,109931200
2017/12/10,46.997501,47.564999,46.9375,47.560001,45.848843,93770000
2017/12/11,47.91,48.355,47.837502,47.9575,46.232037,105064800
2017/12/12,48.267502,48.485001,48.09,48.327499,46.58873,86264000
2017/12/13,48.407501,48.52,47.98,48.494999,46.750198,83734400
2017/12/14,48.535,48.549999,48.084999,48.365002,46.624882,85388800
2017/12/15,47.7925,48,47.442501,47.924999,46.200706,106627200
2017/12/16,47.837502,47.9925,47.552502,47.807499,46.087429,73234000
2017/12/17,47.8475,48.1525,47.787498,48.07,46.340496,67644400
2017/12/18,48.105,48.220001,47.610001,47.674999,45.959702,86553600
2017/12/19,47.887501,47.892502,47.555,47.700001,45.983795,86440400
2017/12/20,47.5075,47.540001,47.064999,47.209999,45.511436,246876800
2017/12/21,46.970001,47.305,46.799999,47.185001,45.487331,73939600
2017/12/22,46.285,46.5825,45.862499,46.422501,44.752266,134314000
2017/12/23,46.587502,46.799999,46.432499,46.625,44.947475,82514800
2017/12/24,46.8125,47.087502,46.235001,46.365002,44.696838,102847600
2017/12/25,46.529999,46.537498,46.174999,46.23,44.5667,108801600
